SquareFeet,Bedrooms,Bathrooms,YearBuilt,LotSize,GarageCars,Neighborhood,OverallQuality,HasPool,DistanceToCityCenter_km,Stories,SalePrice
2009.0,3,3.0,1953,7917.0,2.0,Suburb,2,1,2.68,2,419300.0
1366.0,4,2.0,1990,2421.0,2.0,Downtown,2,1,13.26,2,416500.0
2445.0,2,2.5,1956,6937.0,,Suburb,10,0,1.65,2,504200.0
1686.0,3,1.5,2018,7030.0,2.0,Suburb,7,0,2.74,1,387800.0
1309.0,2,4.0,2018,7537.0,3.0,Rural,9,0,1.63,2,325600.0
2149.0,4,3.5,1979,4068.0,0.0,Suburb,9,0,8.97,2,451100.0
1216.0,5,3.5,2022,500.0,,Lakeside,7,0,9.27,2,475600.0
1818.0,4,2.0,1955,7766.0,1.0,Uptown,8,1,8.46,3,534800.0
1794.0,2,3.0,1968,5635.0,2.0,Downtown,10,0,4.3,2,558400.0
2506.0,3,1.5,2015,6701.0,3.0,Lakeside,3,0,0.84,2,681300.0
2109.0,3,1.0,1959,5763.0,2.0,Suburb,1,0,19.37,2,312400.0
1784.0,3,1.0,1965,6586.0,2.0,Suburb,7,0,5.67,1,404100.0
2332.0,4,2.5,1986,7843.0,2.0,Suburb,8,0,4.18,1,467100.0
2704.0,4,2.0,1981,1357.0,2.0,Uptown,2,0,7.11,1,521700.0
2163.0,4,2.5,1996,8853.0,0.0,Suburb,9,0,1.71,1,439500.0
1807.0,3,1.0,2021,5545.0,2.0,Uptown,4,0,1.14,1,451300.0
947.0,3,2.0,1992,10068.0,2.0,Downtown,10,0,4.16,2,444300.0
1108.0,2,3.0,1985,4851.0,1.0,Hillview,9,0,2.06,1,323700.0
1602.0,3,2.0,1975,4296.0,1.0,Uptown,3,0,2.24,3,385100.0
1404.0,3,3.0,1959,,2.0,Suburb,8,0,17.84,2,337200.0
1678.0,4,2.0,1980,7250.0,0.0,Uptown,2,0,6.05,1,381800.0
1837.0,4,3.0,1978,5314.0,0.0,Rural,3,0,5.28,2,237300.0
2144.0,2,2.5,1954,7431.0,2.0,Downtown,1,1,9.36,1,506500.0
1754.0,3,2.0,1950,5032.0,1.0,Downtown,5,1,24.22,3,431500.0
2116.0,2,2.0,1952,6087.0,2.0,Downtown,4,0,0.95,2,533100.0
1842.0,2,2.5,2016,11591.0,2.0,Lakeside,1,0,14.34,1,508500.0
516.0,4,3.0,2020,6893.0,2.0,Rural,10,0,7.02,3,246300.0
1189.0,1,2.0,1984,7094.0,1.0,Suburb,9,1,1.26,2,335700.0
1706.0,3,2.0,1964,2319.0,2.0,Downtown,6,0,2.82,1,471400.0
1014.0,2,3.5,2016,9386.0,3.0,Suburb,6,0,5.27,2,353500.0
2190.0,5,2.5,1979,8666.0,1.0,Rural,2,0,9.4,2,291300.0
2795.0,3,2.0,1992,4214.0,1.0,Uptown,7,0,2.22,1,581900.0
2592.0,2,2.0,2009,8617.0,3.0,Hillview,9,0,6.12,2,584300.0
1661.0,3,2.0,1989,,0.0,Suburb,6,0,9.23,1,323600.0
2769.0,4,2.5,2014,6116.0,1.0,Suburb,8,0,4.76,2,524500.0
1897.0,6,2.0,1978,9227.0,1.0,Suburb,5,1,15.9,1,377800.0
1581.0,2,4.0,2023,4719.0,0.0,Lakeside,2,0,16.29,3,496100.0
1401.0,5,2.0,1968,4194.0,1.0,Downtown,4,1,5.09,2,422900.0
1603.0,5,2.0,1952,6519.0,2.0,Suburb,1,0,28.87,1,270500.0
1548.0,5,2.5,1985,7321.0,2.0,Uptown,1,0,0.63,1,378100.0
1911.0,4,3.5,1992,8416.0,1.0,Downtown,6,1,0.5,1,589700.0
1904.0,4,3.0,1964,5623.0,2.0,Suburb,2,1,3.83,2,381200.0
1802.0,3,2.0,1990,3876.0,2.0,Uptown,6,0,7.35,1,461300.0
2084.0,4,3.0,1985,12321.0,3.0,Downtown,1,0,7.94,2,535100.0
2574.0,3,2.5,1982,3284.0,3.0,Suburb,10,0,5.18,3,507700.0
2417.0,4,2.0,1954,6138.0,2.0,Suburb,3,0,1.07,2,452800.0
835.0,3,1.5,1963,7949.0,3.0,Suburb,9,0,1.5,1,308500.0
400.0,4,2.0,2017,8878.0,2.0,Downtown,2,0,15.29,1,250800.0
2407.0,4,2.0,1996,4582.0,3.0,Hillview,8,0,16.19,2,522900.0
912.0,2,3.5,2003,1313.0,1.0,Downtown,6,0,8.96,2,398700.0
1654.0,4,2.0,1953,4524.0,1.0,Uptown,6,0,8.73,2,387800.0
1039.0,3,4.0,1958,8153.0,2.0,Downtown,7,0,7.28,2,389900.0
629.0,4,2.5,2002,7594.0,2.0,Suburb,5,0,1.81,1,250400.0
2152.0,3,2.5,2009,7675.0,2.0,Downtown,4,0,4.47,2,579500.0
2293.0,3,2.5,1995,7779.0,3.0,Downtown,6,0,9.52,1,600600.0
1425.0,5,1.5,2003,9350.0,1.0,Downtown,8,0,6.16,2,525400.0
400.0,3,2.0,2023,4060.0,2.0,Suburb,4,0,0.5,2,218900.0
1445.0,4,1.0,1986,3005.0,1.0,Rural,5,0,24.56,1,202100.0
2055.0,3,2.5,1972,6926.0,1.0,Downtown,7,0,14.91,2,537700.0
839.0,3,2.0,1976,3379.0,2.0,Hillview,6,0,2.41,2,270300.0
1919.0,3,3.0,2019,2848.0,1.0,Suburb,4,0,7.67,2,2418600.0
1790.0,3,2.0,2015,9060.0,2.0,Suburb,4,0,20.54,1,356300.0
2177.0,3,1.5,2010,6626.0,2.0,Suburb,10,0,0.81,1,451700.0
1878.0,1,2.0,2000,6071.0,1.0,Suburb,4,1,5.59,1,386200.0
1168.0,3,3.5,1999,6123.0,2.0,Lakeside,1,0,4.87,1,405600.0
2578.0,1,3.0,1968,5735.0,2.0,Rural,5,1,4.22,3,330600.0
1697.0,6,2.0,1950,9043.0,1.0,Suburb,8,0,14.44,2,416300.0
1782.0,6,2.5,1989,2213.0,1.0,Suburb,7,0,3.83,1,411400.0
1193.0,3,1.0,1981,2110.0,3.0,Lakeside,5,0,0.53,3,423300.0
1512.0,4,4.0,1971,3659.0,2.0,Downtown,3,0,0.54,2,460900.0
1225.0,3,2.5,2015,6723.0,1.0,Suburb,1,1,0.5,1,296000.0
1688.0,4,2.0,1989,10513.0,0.0,Downtown,7,0,4.21,1,513700.0
2913.0,4,2.5,1987,8173.0,2.0,Suburb,3,0,10.14,1,495500.0
908.0,5,1.5,1997,7481.0,2.0,Downtown,4,0,1.82,3,375100.0
751.0,3,4.0,2004,5800.0,1.0,Lakeside,5,0,8.32,2,389000.0
2756.0,4,1.5,2004,2669.0,2.0,Uptown,8,0,9.29,2,602900.0
1664.0,3,2.5,2000,7287.0,2.0,Rural,7,0,2.36,1,297800.0
1365.0,6,2.0,2009,,2.0,Suburb,9,1,7.34,2,420300.0
2476.0,1,3.0,1957,5400.0,1.0,Rural,3,0,9.24,1,287900.0
1406.0,4,3.0,2017,4598.0,2.0,Rural,10,0,5.03,3,303700.0
2987.0,4,2.5,2021,5412.0,1.0,Rural,1,0,3.28,3,391700.0
2241.0,4,2.5,1958,7499.0,3.0,Downtown,1,0,7.72,1,492800.0
1483.0,2,3.5,1951,6279.0,2.0,Hillview,10,0,30.48,2,388500.0
3202.0,5,1.0,2019,8275.0,2.0,Suburb,1,1,4.45,2,527200.0
1406.0,2,2.0,2008,5916.0,2.0,Hillview,2,0,3.98,3,330200.0
2282.0,4,2.0,1968,5397.0,2.0,Downtown,2,0,4.99,1,486400.0
1995.0,2,4.0,1977,6573.0,3.0,Suburb,7,1,0.63,2,466000.0
2646.0,3,2.0,2021,4651.0,0.0,Downtown,9,0,6.44,2,674200.0
2815.0,3,3.0,1963,10352.0,2.0,Lakeside,8,0,3.19,2,771900.0
1821.0,3,2.5,1973,8058.0,1.0,Suburb,4,0,1.04,1,368600.0
1310.0,2,2.0,1993,3251.0,1.0,Lakeside,2,1,5.02,2,375500.0
2099.0,2,2.0,2005,4136.0,2.0,Lakeside,3,0,0.5,1,565400.0
1359.0,3,2.0,2000,7413.0,2.0,Uptown,10,0,4.11,2,465700.0
3109.0,4,2.0,1981,6458.0,2.0,Uptown,5,0,0.89,1,649800.0
1889.0,5,2.0,1999,6756.0,2.0,Uptown,9,0,0.5,1,529100.0
1563.0,2,1.0,1990,5520.0,2.0,Uptown,8,0,13.92,2,411600.0
1920.0,3,3.5,2015,7138.0,3.0,Suburb,3,0,19.84,2,394100.0
924.0,2,4.0,1974,5578.0,1.0,Uptown,9,0,1.86,2,386100.0
1168.0,1,2.0,2010,7408.0,2.0,Lakeside,10,1,6.2,2,540200.0
2580.0,4,2.0,2015,7933.0,2.0,Suburb,3,0,2.61,1,469400.0
1373.0,4,1.0,1991,10017.0,1.0,Hillview,10,0,5.44,1,407600.0
1120.0,2,2.5,2014,4713.0,0.0,Downtown,8,0,4.59,2,411900.0
2149.0,2,3.0,1985,5972.0,2.0,Suburb,1,0,2.51,1,389800.0
2571.0,1,1.5,1958,2953.0,1.0,Downtown,4,1,9.64,2,568300.0
2267.0,4,1.5,1985,10566.0,1.0,Downtown,4,0,1.08,2,582800.0
2447.0,6,3.0,1987,1061.0,0.0,Lakeside,6,0,0.5,3,702000.0
1308.0,2,2.5,1982,10207.0,1.0,Hillview,2,0,11.68,2,309800.0
876.0,2,1.0,1991,6234.0,2.0,Lakeside,7,0,8.77,1,370000.0
2776.0,5,2.5,2010,7046.0,2.0,Hillview,5,0,5.52,2,564600.0
1590.0,5,2.0,1995,5586.0,1.0,Suburb,10,0,5.05,3,413100.0
1637.0,3,2.0,2010,6078.0,2.0,Downtown,6,0,5.5,2,495900.0
2663.0,2,3.0,1967,7470.0,1.0,Rural,6,0,4.6,3,377900.0
2162.0,1,3.0,2019,1908.0,,Lakeside,6,0,3.99,2,605200.0
2096.0,3,2.0,1964,4370.0,2.0,Downtown,10,0,5.54,2,596100.0
3207.0,3,3.5,1997,3887.0,2.0,Hillview,8,0,6.01,1,635300.0
1382.0,1,2.0,2021,7119.0,2.0,Uptown,10,0,9.42,2,446900.0
2403.0,3,3.0,1962,6011.0,2.0,Hillview,4,0,9.94,1,469200.0
1837.0,1,2.0,1992,7545.0,2.0,Suburb,10,0,3.79,1,397800.0
1975.0,4,3.5,2009,6412.0,2.0,Suburb,8,0,4.27,1,477300.0
2794.0,3,3.5,2006,8646.0,2.0,Lakeside,9,0,3.74,1,800000.0
2130.0,1,1.0,2020,4149.0,3.0,Lakeside,4,0,6.15,1,576600.0
2150.0,3,3.5,1966,6145.0,2.0,Suburb,1,0,4.83,2,358100.0
2497.0,3,3.0,1999,8773.0,2.0,Hillview,3,0,17.63,1,486800.0
1563.0,6,3.0,1981,8273.0,0.0,Lakeside,1,0,9.54,3,512500.0
1255.0,3,2.0,1971,2301.0,3.0,Downtown,7,1,18.31,1,413600.0
1121.0,3,3.0,2004,3447.0,1.0,Downtown,1,0,9.88,2,348700.0
522.0,4,3.5,2006,5796.0,1.0,Suburb,4,0,28.32,1,236900.0
3137.0,3,2.0,1962,5413.0,0.0,Suburb,1,0,8.08,1,460400.0
1083.0,5,4.0,1996,5836.0,3.0,Uptown,2,0,26.49,1,343900.0
1656.0,3,1.0,2011,7990.0,3.0,Downtown,1,0,1.38,2,467900.0
1620.0,3,1.5,2003,6723.0,3.0,Uptown,5,0,0.5,2,418500.0
2000.0,2,2.5,1978,6869.0,2.0,Uptown,7,0,6.92,1,478800.0
2330.0,3,2.5,1971,7677.0,2.0,Suburb,3,0,32.83,1,388100.0
2359.0,4,2.5,2014,8685.0,3.0,Rural,8,0,4.32,1,352200.0
1421.0,4,1.0,1978,500.0,3.0,Suburb,5,0,1.91,2,339400.0
1691.0,2,4.0,1997,5033.0,2.0,Downtown,5,0,5.9,2,524500.0
1984.0,2,1.0,1954,3793.0,1.0,Rural,5,0,8.37,1,264700.0
1638.0,4,1.5,1984,7188.0,2.0,Hillview,8,0,3.03,1,446700.0
2845.0,5,1.0,2023,4845.0,3.0,Suburb,2,0,10.04,3,509400.0
2119.0,2,2.5,2020,6190.0,3.0,Suburb,2,0,29.55,1,370300.0
2278.0,3,3.5,1995,8130.0,3.0,Suburb,8,0,18.18,2,449100.0
2231.0,3,2.5,1984,4493.0,3.0,Suburb,9,0,2.76,1,455600.0
2563.0,5,3.0,1994,6907.0,3.0,Suburb,10,0,3.16,2,542700.0
1918.0,2,1.0,1962,,,Uptown,10,0,3.72,3,513200.0
957.0,2,2.5,1959,8079.0,2.0,Downtown,2,0,4.01,3,327800.0
2060.0,4,2.0,2015,2036.0,1.0,Hillview,4,0,0.85,2,417100.0
1377.0,2,2.0,2019,5271.0,2.0,Downtown,8,0,11.48,2,486400.0
1456.0,3,1.0,2021,6890.0,2.0,Lakeside,2,0,3.64,2,481400.0
2181.0,3,2.5,1974,7382.0,3.0,Lakeside,4,0,16.95,1,611700.0
2605.0,3,2.5,1993,5369.0,2.0,Rural,10,0,20.93,3,360700.0
1814.0,3,3.0,2009,4401.0,1.0,Downtown,1,0,0.5,2,487400.0
2001.0,3,2.0,1996,6169.0,0.0,Rural,2,0,35.73,2,226200.0
2906.0,2,1.5,1989,3283.0,2.0,Uptown,7,1,9.9,1,645900.0
1956.0,3,2.5,1956,8749.0,2.0,Lakeside,1,0,5.88,2,515200.0
3491.0,4,1.5,1995,10672.0,1.0,Rural,1,0,3.95,3,413100.0
2168.0,4,3.5,1972,6987.0,1.0,Suburb,2,0,5.85,2,395100.0
656.0,2,2.5,1995,,2.0,Lakeside,4,0,3.14,1,334700.0
2290.0,2,1.5,1962,8352.0,1.0,Hillview,7,0,7.8,1,468500.0
2048.0,3,4.0,1970,7930.0,1.0,Uptown,4,0,0.78,1,463100.0
2638.0,3,2.5,1950,5311.0,1.0,Lakeside,5,0,7.76,3,683700.0
2238.0,3,1.0,1968,5880.0,2.0,Rural,4,0,2.58,3,310800.0
1710.0,4,2.5,2009,4476.0,2.0,Uptown,4,0,0.5,3,486400.0
1004.0,2,2.0,1982,6412.0,1.0,Uptown,9,0,6.44,2,387200.0
1664.0,1,3.0,1953,6747.0,3.0,Uptown,6,0,6.91,2,422000.0
1247.0,3,3.0,1952,4050.0,1.0,Suburb,3,0,4.45,2,287900.0
1423.0,4,4.0,2001,,1.0,Rural,6,0,0.6,2,265200.0
2183.0,2,2.5,1977,2685.0,1.0,Rural,7,0,17.91,2,290800.0
2885.0,4,2.0,2019,7041.0,1.0,Suburb,7,0,7.56,2,568100.0
2057.0,3,3.0,2019,5971.0,0.0,Suburb,8,1,0.98,2,452800.0
1023.0,5,1.5,2004,5791.0,0.0,Lakeside,4,0,5.72,1,396900.0
2089.0,5,2.5,2006,7161.0,2.0,Rural,1,0,5.5,1,286300.0
2578.0,3,2.5,1965,3748.0,2.0,Downtown,6,0,0.5,2,623400.0
1404.0,2,1.0,1973,3324.0,2.0,Lakeside,8,1,7.47,3,476600.0
1713.0,3,2.0,2018,6603.0,2.0,Lakeside,5,0,13.22,2,564700.0
1810.0,2,3.5,1990,1678.0,0.0,Suburb,3,0,11.06,1,340200.0
1290.0,4,3.5,1996,5353.0,3.0,Suburb,4,0,1.81,3,362800.0
2221.0,4,1.0,2018,12166.0,0.0,Hillview,8,0,15.86,2,468000.0
1721.0,4,1.0,1980,2629.0,2.0,Lakeside,6,0,3.35,2,520300.0
2073.0,4,2.0,1979,4926.0,1.0,Suburb,5,1,23.43,2,387000.0
1223.0,3,3.5,1967,,3.0,Downtown,9,1,0.6,2,495700.0
1516.0,2,1.5,1993,,2.0,Suburb,10,0,5.33,2,415600.0
2270.0,4,3.0,1976,10916.0,0.0,Uptown,3,0,7.27,2,467500.0
1558.0,3,1.5,1975,7167.0,2.0,Downtown,7,1,2.28,1,505600.0
2923.0,4,2.5,2009,4466.0,0.0,Rural,9,0,11.81,1,444300.0
1540.0,3,2.0,1967,11454.0,2.0,Suburb,4,0,7.89,1,324000.0
1946.0,2,3.0,2005,1644.0,2.0,Lakeside,10,0,0.5,1,638300.0
2406.0,6,2.0,1980,7135.0,1.0,Suburb,10,0,7.5,1,514300.0
878.0,2,2.5,2008,6162.0,1.0,Rural,3,0,5.41,1,143700.0
655.0,6,2.0,1951,5382.0,0.0,Hillview,1,1,1.75,1,231600.0
808.0,6,3.0,1988,8018.0,2.0,Suburb,9,0,43.68,1,269300.0
2621.0,4,3.5,2010,3045.0,1.0,Suburb,1,0,18.2,1,475700.0
1441.0,4,1.5,2012,6782.0,2.0,Lakeside,2,0,2.77,1,460200.0
3463.0,3,3.5,1967,6464.0,3.0,Suburb,9,0,6.23,2,612200.0
1433.0,5,2.5,1966,3822.0,1.0,Lakeside,5,0,3.04,2,494900.0
1920.0,3,1.5,1988,10875.0,3.0,Downtown,4,0,11.95,1,526800.0
2802.0,3,2.0,2020,5545.0,2.0,Downtown,9,0,21.31,2,726600.0
3104.0,4,1.5,2003,5653.0,1.0,Hillview,9,0,3.56,3,666500.0
3140.0,3,3.0,1984,3431.0,2.0,Rural,2,0,13.1,3,368500.0
2585.0,3,3.0,1960,5592.0,2.0,Uptown,3,0,5.52,1,563000.0
2466.0,3,1.5,2010,11837.0,2.0,Suburb,3,0,4.04,2,494400.0
2185.0,3,2.5,1993,5368.0,0.0,Downtown,5,0,22.3,1,511400.0
2306.0,5,3.0,2017,7297.0,1.0,Lakeside,3,0,5.71,1,643700.0
1442.0,2,3.5,1974,8376.0,2.0,Suburb,10,0,5.04,1,384000.0
1268.0,5,2.5,1997,5546.0,2.0,Suburb,6,0,8.93,1,333000.0
1798.0,4,4.0,1981,4976.0,2.0,Downtown,2,0,2.42,2,538700.0
1689.0,4,2.5,1953,7181.0,1.0,Suburb,6,0,3.14,2,350400.0
1505.0,3,2.0,1987,5397.0,2.0,Lakeside,6,0,21.51,2,477800.0
2253.0,4,3.0,2012,5170.0,3.0,Lakeside,2,0,9.08,1,609700.0
2421.0,1,2.0,1996,8350.0,0.0,Uptown,6,0,14.02,1,511600.0
1857.0,4,2.0,1950,5826.0,0.0,Uptown,6,0,2.53,1,475700.0
2760.0,1,2.0,1952,,3.0,Rural,6,0,6.28,1,389600.0
1058.0,5,3.0,2011,5770.0,,Rural,5,0,28.43,3,232300.0
1674.0,6,3.0,2013,2707.0,2.0,Uptown,7,0,3.07,2,513900.0
1334.0,3,2.0,1966,500.0,3.0,Suburb,5,0,1.4,3,315400.0
587.0,2,2.0,2011,1405.0,2.0,Suburb,1,0,5.72,2,176800.0
1746.0,4,2.0,1984,1835.0,1.0,Hillview,9,0,3.93,2,466000.0
1721.0,3,2.5,1962,6666.0,2.0,Downtown,3,0,1.39,1,486600.0
2784.0,5,2.0,1984,3572.0,2.0,Downtown,2,0,17.55,2,622200.0
2210.0,2,3.0,1992,1065.0,3.0,Rural,10,1,37.44,2,328700.0
1134.0,2,2.0,1951,5673.0,1.0,Uptown,6,0,6.73,2,318300.0
3005.0,6,2.0,2005,3295.0,2.0,Rural,8,1,11.92,2,439400.0
2594.0,4,1.5,2000,7158.0,2.0,Suburb,2,0,15.67,1,437300.0
2178.0,4,2.0,2003,7096.0,1.0,Hillview,4,1,9.66,2,496300.0
1653.0,3,3.5,1965,7360.0,1.0,Uptown,2,0,0.5,2,415800.0
1176.0,4,2.0,1967,500.0,3.0,Lakeside,9,0,1.37,2,459100.0
1558.0,3,1.5,1956,6114.0,2.0,Downtown,10,0,0.59,2,485100.0
2508.0,4,2.0,1994,5696.0,2.0,Suburb,2,0,0.5,1,462300.0
3025.0,4,2.0,1985,2946.0,3.0,Suburb,10,0,2.92,2,553000.0
2803.0,3,1.0,1990,656.0,1.0,Downtown,2,0,3.99,1,576300.0
1482.0,3,2.0,1991,5728.0,3.0,Downtown,5,1,2.21,1,476600.0
1072.0,3,2.5,1956,8660.0,2.0,Suburb,5,0,0.53,2,268700.0
1892.0,4,2.5,1964,500.0,2.0,Rural,7,0,6.04,1,293800.0
651.0,2,2.0,2009,3919.0,2.0,Uptown,1,0,2.55,2,238200.0
2010.0,4,2.0,1989,6329.0,3.0,Lakeside,2,1,12.72,2,561900.0
1704.0,2,4.0,1986,8812.0,1.0,Downtown,6,0,0.5,1,564500.0
1497.0,4,2.0,2015,5219.0,1.0,Suburb,2,0,14.79,2,268300.0
763.0,4,2.0,2004,,1.0,Downtown,4,0,24.77,2,310200.0
2134.0,2,2.0,2005,1512.0,,Suburb,10,0,10.07,1,419700.0
1454.0,2,2.0,1993,958.0,2.0,Suburb,6,1,10.58,2,305700.0
1040.0,2,3.0,2006,,3.0,Suburb,7,0,21.69,2,350000.0
400.0,4,2.0,1955,500.0,3.0,Lakeside,10,0,1.88,2,385200.0
1782.0,4,3.0,1981,7154.0,1.0,Lakeside,5,0,41.72,3,489000.0
2952.0,1,1.0,2023,5264.0,2.0,Uptown,8,0,11.88,2,646000.0
2880.0,4,2.0,1967,3747.0,2.0,Lakeside,6,0,10.37,3,738500.0
1503.0,3,3.0,2017,4933.0,0.0,Uptown,5,0,3.58,2,450200.0
1409.0,3,2.0,2022,2777.0,2.0,Lakeside,4,0,6.31,1,463300.0
2105.0,5,2.5,1956,5204.0,3.0,Rural,6,0,8.49,2,328000.0
1151.0,3,2.0,1957,6044.0,3.0,Rural,6,0,7.75,1,243100.0
1996.0,3,3.0,2013,4959.0,1.0,Uptown,6,0,9.77,2,521900.0
2298.0,1,1.0,1956,4538.0,2.0,Downtown,1,1,0.69,2,503000.0
2598.0,2,3.5,1990,6635.0,0.0,Uptown,6,1,3.52,2,577600.0
1735.0,3,1.5,1989,10149.0,1.0,Hillview,1,0,4.55,1,346700.0
1668.0,1,3.5,1952,5334.0,2.0,Uptown,5,0,2.42,2,379800.0
1229.0,4,2.0,1966,8050.0,3.0,Downtown,7,0,1.52,1,466200.0
1263.0,3,3.0,2015,3585.0,3.0,Suburb,1,0,1.2,2,308200.0
1653.0,3,2.0,2001,2665.0,3.0,Lakeside,1,0,3.65,2,478600.0
2039.0,2,3.5,1971,,3.0,Hillview,6,0,5.44,3,470400.0
2394.0,3,1.5,1953,5416.0,0.0,Suburb,7,0,0.52,1,405800.0
1278.0,4,1.5,1955,8824.0,,Lakeside,6,0,23.42,2,430800.0
2770.0,6,2.0,1987,9314.0,0.0,Lakeside,5,0,11.59,2,740100.0
1624.0,2,1.0,1975,8098.0,1.0,Downtown,6,0,10.5,3,434000.0
1786.0,5,1.5,1960,8043.0,,Lakeside,3,0,1.52,2,523800.0
1314.0,3,3.5,1966,500.0,2.0,Suburb,9,0,7.41,1,324600.0
400.0,3,4.0,1980,7111.0,2.0,Rural,5,0,6.04,2,167900.0
2375.0,3,2.0,1984,8157.0,0.0,Rural,2,0,32.35,2,260600.0
2279.0,2,3.5,1965,2821.0,1.0,Uptown,10,0,11.02,2,537800.0
1617.0,2,2.5,1967,6022.0,1.0,Uptown,10,0,6.86,2,480900.0
1844.0,4,2.0,2011,3393.0,0.0,Suburb,7,0,15.22,1,370700.0
2135.0,3,3.0,1976,8569.0,1.0,Lakeside,3,0,1.35,3,585600.0
784.0,5,2.5,1984,3610.0,2.0,Lakeside,1,0,0.5,1,324300.0
1456.0,3,4.0,1994,4018.0,2.0,Lakeside,3,1,9.38,3,504800.0
2316.0,2,2.0,1984,4840.0,,Suburb,9,0,0.83,2,496700.0
985.0,4,2.5,1977,11624.0,2.0,Downtown,5,0,0.98,2,440300.0
1991.0,3,1.0,1958,8512.0,1.0,Suburb,7,0,10.92,2,379800.0
918.0,3,1.5,1964,10032.0,3.0,Lakeside,3,0,2.52,1,352700.0
2103.0,4,1.0,1970,1467.0,1.0,Downtown,4,1,7.92,1,476200.0
1777.0,5,4.0,2001,2827.0,2.0,Hillview,1,0,19.95,1,370000.0
750.0,4,3.0,1984,9346.0,3.0,Lakeside,3,0,3.04,1,347800.0
2557.0,4,3.0,2000,1600.0,3.0,Uptown,7,0,1.96,2,622100.0
1323.0,4,2.5,2004,4321.0,0.0,Uptown,4,0,0.9,1,399200.0
1273.0,5,2.0,1993,11138.0,2.0,Rural,2,1,1.12,2,247000.0
1930.0,3,1.5,2014,3591.0,1.0,Uptown,5,0,0.51,2,473400.0
2547.0,1,2.0,1974,1448.0,0.0,Suburb,5,0,0.73,2,399500.0
1140.0,3,2.0,1996,6119.0,0.0,Lakeside,2,1,4.53,2,363400.0
1840.0,2,3.0,2005,1551.0,3.0,Uptown,6,0,3.1,1,472900.0
2079.0,4,2.5,1987,9093.0,3.0,Lakeside,10,0,9.81,1,693500.0
2251.0,4,1.0,1960,3763.0,1.0,Lakeside,4,0,16.34,1,568300.0
1915.0,3,1.0,2016,3262.0,2.0,Downtown,1,0,12.29,2,493200.0
1561.0,1,1.5,1964,6073.0,3.0,Downtown,3,0,6.05,2,400400.0
1262.0,4,2.0,1950,4989.0,2.0,Lakeside,9,0,0.86,1,499800.0
1856.0,3,3.5,1956,6631.0,1.0,Suburb,10,0,9.9,2,423400.0
1103.0,4,2.5,1950,7304.0,2.0,Rural,7,1,3.61,1,240700.0
400.0,3,3.0,1998,5457.0,2.0,Suburb,6,0,0.72,2,235800.0
2084.0,3,2.0,2022,3096.0,2.0,Downtown,1,0,14.78,2,496400.0
2388.0,2,2.0,1978,,2.0,Downtown,9,0,3.3,2,640900.0
400.0,2,1.5,1975,4266.0,2.0,Lakeside,9,0,1.97,3,356000.0
1144.0,4,3.5,1994,3827.0,1.0,Uptown,1,0,16.41,2,318300.0
2202.0,5,3.0,2020,6357.0,1.0,Rural,6,1,18.59,2,383100.0
3137.0,4,1.5,1961,1178.0,0.0,Hillview,7,0,3.31,1,546500.0
1814.0,2,2.5,1981,6977.0,2.0,Downtown,2,1,3.51,2,440300.0
1327.0,3,2.0,1969,6489.0,1.0,Suburb,10,0,6.93,2,337600.0
1681.0,4,2.5,2000,8805.0,2.0,Lakeside,8,0,10.58,1,572800.0
2694.0,4,3.5,1985,4749.0,2.0,Lakeside,8,0,0.52,2,749400.0
1380.0,2,2.5,2016,9312.0,2.0,Suburb,6,0,7.2,1,372300.0
1281.0,1,2.5,1950,7324.0,3.0,Hillview,9,0,24.43,1,309700.0
1486.0,4,1.0,1976,5933.0,2.0,Hillview,3,0,2.43,3,358300.0
1180.0,3,1.0,1989,10542.0,3.0,Downtown,2,0,19.16,2,395000.0
1880.0,3,1.5,1963,6238.0,2.0,Downtown,2,1,23.99,1,422100.0
2856.0,1,1.0,2018,4704.0,1.0,Lakeside,6,0,2.51,2,706100.0
2010.0,3,3.0,1955,6310.0,3.0,Suburb,7,0,11.23,2,438500.0
1636.0,5,3.0,1982,4653.0,3.0,Downtown,6,0,2.18,1,521300.0
1610.0,6,1.5,2004,6934.0,3.0,Lakeside,3,0,10.7,2,532600.0
784.0,3,3.0,1968,9302.0,2.0,Suburb,5,0,12.77,2,267200.0
2374.0,3,1.5,1978,5980.0,2.0,Suburb,8,0,2.27,1,462200.0
1749.0,2,2.0,2010,6225.0,0.0,Downtown,6,0,10.07,2,479900.0
1683.0,3,2.0,2019,7995.0,2.0,Uptown,2,0,13.37,1,395600.0
3876.0,3,2.0,1973,8968.0,0.0,Rural,7,1,3.55,2,465000.0
1994.0,4,2.0,1972,4868.0,1.0,Suburb,8,1,1.47,2,444900.0
1311.0,3,2.0,1959,6431.0,2.0,Suburb,4,0,0.77,1,283300.0
1523.0,2,2.0,2003,8006.0,2.0,Rural,1,0,6.85,2,253300.0
2546.0,2,4.0,1990,6825.0,0.0,Hillview,2,0,30.57,2,482100.0
1874.0,3,1.0,1998,1345.0,2.0,Hillview,4,0,13.85,1,352400.0
865.0,2,1.5,1966,8457.0,3.0,Suburb,7,0,4.58,2,284000.0
2397.0,2,1.0,2005,7307.0,2.0,Uptown,2,0,6.15,1,525100.0
1366.0,6,2.5,1994,7485.0,2.0,Lakeside,6,0,2.62,3,530100.0
